interaction_id,customer_id,date,channel,topic,priority,sentiment,resolution_time_hours,resolved,escalated,csat_score,description,staff_role,affected_users,patient_impact
TICKET-5891,HC-1226,2025-02-04,chat,patient_scheduling,high,frustrated,81,True,False,2.0,Double-booking occurring in Provider schedule - happened 5 times this week. Causing patient wait issues. This is causing significant disruption to patient care. Chief Medical Officer escalating.,Practice Manager,1,Low
TICKET-5892,HC-1226,2024-06-06,chat,patient_portal,high,frustrated,43,True,False,,Portal messaging feature timing out for 858 patient messages. Staff having to call patients back. This is causing significant disruption to patient care. Chief Medical Officer escalating.,IT Admin,2,
TICKET-5893,HC-1227,2025-06-29,phone,billing_workflow,medium,negative,86,True,False,3.0,Explanation of Benefits (EOB) posting is 3 weeks behind. Billing team can't reconcile accounts receivable. Staff productivity severely impacted. Need resolution ASAP.,IT Admin,7,None
TICKET-5894,HC-1227,2024-04-15,phone,insurance_verification,medium,negative,55,True,False,4.0,Issue with insurance verification Staff productivity severely impacted. Need resolution ASAP.,Provider,1,
TICKET-5895,HC-1227,2025-01-21,chat,billing_workflow,medium,negative,87,True,False,,Insurance claims rejecting at unusually high rate (35%) - normally 10%. Major revenue impact. Staff productivity severely impacted. Need resolution ASAP.,Medical Assistant,8,
TICKET-5896,HC-1227,2024-01-17,phone,insurance_verification,high,frustrated,90,True,False,4.0,Issue with insurance verification This is causing significant disruption to patient care. IT Director escalating.,Billing Specialist,3,High
TICKET-5897,HC-1228,2024-03-05,phone,billing_workflow,high,urgent,41,True,False,5.0,Insurance claims rejecting at unusually high rate (35%) - normally 10%. Major revenue impact. This is causing significant disruption to patient care. COO escalating.,IT Admin,2,
TICKET-5898,HC-1228,2024-06-20,phone,ehr_integration,high,negative,80,True,False,1.0,Medication reconciliation data from Cerner not flowing correctly. Providers seeing outdated medication lists. Staff productivity severely impacted. Need resolution ASAP.,Billing Specialist,1,
TICKET-5899,HC-1228,2025-10-03,chat,billing_workflow,medium,negative,88,True,False,,CPT codes not mapping correctly to Cerner procedures. Causing claim denials. Staff productivity severely impacted. Need resolution ASAP.,Provider,2,
TICKET-5900,HC-1228,2025-03-14,phone,hipaa_compliance,high,negative,2,True,True,,Need audit logs for past 6 months for compliance review. Upcoming HIPAA audit in 2 weeks. Staff productivity severely impacted. Need resolution ASAP.,Billing Specialist,3,
TICKET-5901,HC-1228,2024-01-16,chat,insurance_verification,medium,negative,24,True,False,,Issue with insurance verification Staff productivity severely impacted. Need resolution ASAP.,Medical Assistant,3,
TICKET-5902,HC-1228,2024-03-08,chat,appointment_reminders,high,urgent,85,True,False,2.0,Issue with appointment reminders This is causing significant disruption to patient care. COO escalating.,Billing Specialist,2,
TICKET-5903,HC-1228,2024-08-11,email,insurance_verification,high,frustrated,72,True,False,3.0,Issue with insurance verification This is causing significant disruption to patient care. COO escalating.,Front Desk,1,None
TICKET-5904,HC-1229,2024-04-14,ticket,prescription_workflow,low,positive,67,True,False,,Issue with prescription workflow,Practice Manager,9,Medium
TICKET-5905,HC-1229,2025-02-01,chat,appointment_reminders,low,positive,27,True,False,,Issue with appointment reminders,IT Admin,7,Medium
TICKET-5906,HC-1229,2024-11-21,chat,appointment_reminders,low,positive,82,True,False,,Issue with appointment reminders,Practice Manager,6,Medium
TICKET-5907,HC-1229,2025-08-22,ticket,patient_portal,low,positive,54,True,False,4.0,Portal messaging feature timing out for 11684 patient messages. Staff having to call patients back.,IT Admin,8,
TICKET-5908,HC-1229,2025-08-24,chat,prescription_workflow,low,positive,48,True,False,,Issue with prescription workflow,Provider,2,None
TICKET-5909,HC-1230,2024-05-07,chat,clinical_documentation,low,neutral,66,True,False,5.0,Issue with clinical documentation,Medical Assistant,5,None
TICKET-5910,HC-1230,2024-03-02,ticket,patient_scheduling,high,neutral,22,True,True,5.0,Recurring appointment feature not working properly. Patients with standing weekly appointments getting canceled.,Medical Assistant,6,
TICKET-5911,HC-1230,2024-07-28,email,appointment_reminders,medium,concerned,61,False,False,,Issue with appointment reminders,IT Admin,7,Low
TICKET-5912,HC-1230,2025-03-30,phone,prescription_workflow,low,neutral,40,True,False,,Issue with prescription workflow,Billing Specialist,6,High
TICKET-5913,HC-1230,2024-02-10,phone,reporting_analytics,low,neutral,70,True,False,4.0,Issue with reporting analytics,Billing Specialist,7,Low
TICKET-5914,HC-1230,2024-08-22,chat,prescription_workflow,low,concerned,66,True,False,,Issue with prescription workflow,Medical Assistant,8,Low
TICKET-5915,HC-1230,2024-09-11,chat,appointment_reminders,medium,neutral,48,False,False,1.0,Issue with appointment reminders,Front Desk,7,None
TICKET-5916,HC-1230,2024-07-06,phone,patient_portal,high,frustrated,12,True,False,,Appointment request form on portal not submitting. Patients calling saying online booking broken. This is causing significant disruption to patient care. Chief Medical Officer escalating.,Front Desk,8,
TICKET-5917,HC-1231,2024-07-16,phone,ehr_integration,high,negative,56,True,False,2.0,Lab results integration failing for 3 of our 1 locations. Urgent - providers need results for patient care. Staff productivity severely impacted. Need resolution ASAP.,Medical Assistant,2,
TICKET-5918,HC-1231,2024-06-26,ticket,claims_management,high,frustrated,22,True,False,,Issue with claims management This is causing significant disruption to patient care. Practice Manager escalating.,Practice Manager,3,
TICKET-5919,HC-1231,2025-04-23,email,clinical_documentation,medium,negative,3,True,False,1.0,Issue with clinical documentation Staff productivity severely impacted. Need resolution ASAP.,Medical Assistant,2,
TICKET-5920,HC-1231,2025-09-12,email,billing_workflow,medium,negative,69,True,False,,Explanation of Benefits (EOB) posting is 3 weeks behind. Billing team can't reconcile accounts receivable. Staff productivity severely impacted. Need resolution ASAP.,Front Desk,3,None
TICKET-5921,HC-1231,2024-07-25,phone,clinical_documentation,high,urgent,50,True,False,,Issue with clinical documentation This is causing significant disruption to patient care. Practice Manager escalating.,Billing Specialist,2,
TICKET-5922,HC-1232,2024-06-20,phone,patient_portal,low,positive,29,True,False,1.0,Portal messaging feature timing out for 47322 patient messages. Staff having to call patients back.,Provider,5,High
TICKET-5923,HC-1232,2024-06-08,phone,patient_portal,low,positive,9,True,False,3.0,Patients reporting can't access lab results through portal. IT showing error: 'unauthorized access'.,Front Desk,1,None
TICKET-5924,HC-1232,2024-11-03,phone,claims_management,low,positive,35,True,False,3.0,Issue with claims management,Medical Assistant,5,
TICKET-5925,HC-1232,2025-04-19,phone,clinical_documentation,medium,positive,5,True,False,,Issue with clinical documentation,Provider,4,Low
TICKET-5926,HC-1232,2024-03-14,email,telehealth_setup,medium,satisfied,13,True,False,3.0,Issue with telehealth setup,Medical Assistant,1,
TICKET-5927,HC-1232,2024-07-13,phone,ehr_integration,high,positive,37,True,False,3.0,Epic integration stopped syncing patient appointments after last Cerner update. Appointments from past 48 hours missing.,IT Admin,1,None
TICKET-5928,HC-1232,2025-05-18,ticket,insurance_verification,medium,positive,77,True,False,2.0,Issue with insurance verification,IT Admin,9,
TICKET-5929,HC-1233,2025-05-16,chat,clinical_documentation,low,concerned,36,False,False,5.0,Issue with clinical documentation,Practice Manager,2,Low
TICKET-5930,HC-1234,2024-05-07,email,insurance_verification,low,concerned,26,True,False,,Issue with insurance verification,Front Desk,3,High
TICKET-5931,HC-1234,2024-12-22,chat,reporting_analytics,high,frustrated,43,True,False,4.0,Issue with reporting analytics This is causing significant disruption to patient care. Practice Manager escalating.,Billing Specialist,5,High
TICKET-5932,HC-1234,2025-01-29,phone,insurance_verification,medium,neutral,87,True,False,,Issue with insurance verification,Practice Manager,2,Medium
TICKET-5933,HC-1234,2025-01-05,email,appointment_reminders,low,neutral,90,True,False,4.0,Issue with appointment reminders,IT Admin,7,
TICKET-5934,HC-1234,2025-09-11,phone,patient_portal,low,neutral,91,True,False,,Appointment request form on portal not submitting. Patients calling saying online booking broken.,Medical Assistant,3,Medium
TICKET-5935,HC-1235,2024-06-14,phone,ehr_integration,high,neutral,84,True,False,2.0,Epic integration stopped syncing patient appointments after last eClinicalWorks update. Appointments from past 48 hours missing.,IT Admin,2,Low
TICKET-5936,HC-1235,2025-01-28,email,insurance_verification,medium,neutral,79,True,False,1.0,Issue with insurance verification,Medical Assistant,4,High
TICKET-5937,HC-1235,2024-06-18,ticket,insurance_verification,low,neutral,81,True,False,5.0,Issue with insurance verification,Provider,9,High
TICKET-5938,HC-1235,2025-01-26,phone,claims_management,medium,satisfied,45,True,False,4.0,Issue with claims management,IT Admin,2,None
TICKET-5939,HC-1236,2024-04-21,email,appointment_reminders,medium,negative,34,True,False,5.0,Issue with appointment reminders Staff productivity severely impacted. Need resolution ASAP.,Billing Specialist,3,Medium
TICKET-5940,HC-1236,2025-02-11,phone,prescription_workflow,medium,negative,27,True,False,,Issue with prescription workflow Staff productivity severely impacted. Need resolution ASAP.,Medical Assistant,6,None
TICKET-5941,HC-1236,2024-01-02,email,hipaa_compliance,high,frustrated,38,True,False,1.0,Need audit logs for past 6 months for compliance review. Upcoming HIPAA audit in 2 weeks. This is causing significant disruption to patient care. IT Director escalating.,Front Desk,2,High
TICKET-5942,HC-1236,2024-10-22,chat,prescription_workflow,medium,negative,64,True,False,,Issue with prescription workflow Staff productivity severely impacted. Need resolution ASAP.,Billing Specialist,3,
TICKET-5943,HC-1236,2024-05-17,email,billing_workflow,high,frustrated,92,False,False,,Explanation of Benefits (EOB) posting is 3 weeks behind. Billing team can't reconcile accounts receivable. This is causing significant disruption to patient care. IT Director escalating.,Practice Manager,2,
TICKET-5944,HC-1236,2024-08-05,email,patient_scheduling,high,negative,81,True,False,,Double-booking occurring in Provider schedule - happened 5 times this week. Causing patient wait issues. Staff productivity severely impacted. Need resolution ASAP.,Medical Assistant,6,Low
TICKET-5945,HC-1237,2024-07-15,chat,clinical_documentation,medium,concerned,44,True,False,5.0,Issue with clinical documentation,Provider,9,
TICKET-5946,HC-1237,2024-06-19,chat,hipaa_compliance,high,neutral,49,False,False,,Questions about data encryption standards. Internal audit flagged concerns about patient data security.,Practice Manager,1,
TICKET-5947,HC-1237,2024-12-16,chat,ehr_integration,high,neutral,52,True,False,,Lab results integration failing for 3 of our 3 locations. Urgent - providers need results for patient care.,Front Desk,7,None
TICKET-5948,HC-1237,2024-04-13,phone,ehr_integration,high,neutral,74,True,False,,Epic integration stopped syncing patient appointments after last Epic update. Appointments from past 48 hours missing.,Practice Manager,8,Low
TICKET-5949,HC-1237,2024-02-12,chat,hipaa_compliance,high,concerned,84,True,False,4.0,Need audit logs for past 6 months for compliance review. Upcoming HIPAA audit in 2 weeks.,Practice Manager,3,
TICKET-5950,HC-1237,2025-06-16,phone,clinical_documentation,high,frustrated,54,True,False,2.0,Issue with clinical documentation This is causing significant disruption to patient care. Practice Manager escalating.,Billing Specialist,8,None
TICKET-5951,HC-1238,2024-12-10,ticket,telehealth_setup,low,positive,40,True,False,2.0,Issue with telehealth setup,Medical Assistant,7,High
TICKET-5952,HC-1238,2025-02-12,phone,insurance_verification,medium,satisfied,72,True,False,5.0,Issue with insurance verification,Billing Specialist,7,None
TICKET-5953,HC-1238,2024-01-04,email,patient_portal,low,neutral,28,True,False,4.0,Appointment request form on portal not submitting. Patients calling saying online booking broken.,Medical Assistant,8,
TICKET-5954,HC-1238,2024-05-05,email,reporting_analytics,low,neutral,4,True,False,1.0,Issue with reporting analytics,Medical Assistant,1,
TICKET-5955,HC-1238,2025-09-25,chat,appointment_reminders,low,positive,54,True,False,4.0,Issue with appointment reminders,IT Admin,9,
TICKET-5956,HC-1239,2024-11-25,phone,ehr_integration,high,positive,14,True,False,,Lab results integration failing for 3 of our 4 locations. Urgent - providers need results for patient care.,Practice Manager,6,Low
TICKET-5957,HC-1239,2024-11-29,chat,appointment_reminders,medium,neutral,33,True,False,,Issue with appointment reminders,Front Desk,9,
TICKET-5958,HC-1240,2025-09-19,email,hipaa_compliance,high,neutral,82,True,False,4.0,Questions about data encryption standards. Internal audit flagged concerns about patient data security.,Front Desk,1,High
TICKET-5959,HC-1240,2024-04-12,chat,prescription_workflow,low,positive,7,True,False,,Issue with prescription workflow,Medical Assistant,1,Low
TICKET-5960,HC-1240,2025-06-16,email,claims_management,medium,positive,45,False,False,,Issue with claims management,Practice Manager,1,
TICKET-5961,HC-1240,2025-07-15,chat,patient_portal,low,neutral,37,False,False,3.0,Patients reporting can't access lab results through portal. IT showing error: 'unauthorized access'.,Practice Manager,1,
TICKET-5962,HC-1240,2025-07-07,phone,billing_workflow,low,positive,32,False,False,,Insurance claims rejecting at unusually high rate (35%) - normally 10%. Major revenue impact.,IT Admin,1,None
TICKET-5963,HC-1240,2024-04-18,phone,insurance_verification,low,satisfied,37,True,False,,Issue with insurance verification,Billing Specialist,1,High
TICKET-5964,HC-1241,2024-10-14,chat,billing_workflow,high,frustrated,73,True,False,,CPT codes not mapping correctly to Allscripts procedures. Causing claim denials. This is causing significant disruption to patient care. Practice Manager escalating.,Front Desk,4,Low
TICKET-5965,HC-1241,2024-05-06,chat,appointment_reminders,medium,concerned,66,True,False,5.0,Issue with appointment reminders,IT Admin,2,Medium
TICKET-5966,HC-1241,2024-04-02,email,prescription_workflow,low,concerned,49,False,False,1.0,Issue with prescription workflow,Provider,6,Medium
TICKET-5967,HC-1241,2025-09-07,chat,hipaa_compliance,high,neutral,21,True,False,,BAA (Business Associate Agreement) needs review before renewal. Legal team has questions.,IT Admin,6,High
TICKET-5968,HC-1242,2025-01-25,chat,appointment_reminders,medium,neutral,13,True,False,2.0,Issue with appointment reminders,Medical Assistant,1,
TICKET-5969,HC-1242,2024-10-24,email,hipaa_compliance,high,positive,32,False,True,,Need audit logs for past 6 months for compliance review. Upcoming HIPAA audit in 2 weeks.,IT Admin,2,Medium
TICKET-5970,HC-1242,2024-07-11,email,prescription_workflow,low,satisfied,30,True,False,1.0,Issue with prescription workflow,Medical Assistant,6,Low
TICKET-5971,HC-1242,2025-01-24,ticket,claims_management,low,positive,65,True,False,,Issue with claims management,Provider,5,Low
TICKET-5972,HC-1242,2025-02-01,email,insurance_verification,medium,positive,58,False,False,2.0,Issue with insurance verification,IT Admin,4,None
TICKET-5973,HC-1243,2024-05-09,phone,reporting_analytics,medium,negative,10,True,False,,Issue with reporting analytics Staff productivity severely impacted. Need resolution ASAP.,Practice Manager,3,None
TICKET-5974,HC-1243,2025-04-16,chat,telehealth_setup,high,frustrated,93,True,False,5.0,Issue with telehealth setup This is causing significant disruption to patient care. Chief Medical Officer escalating.,Billing Specialist,3,Medium
TICKET-5975,HC-1244,2025-05-26,email,appointment_reminders,high,urgent,68,True,False,,Issue with appointment reminders This is causing significant disruption to patient care. Chief Medical Officer escalating.,Billing Specialist,6,
TICKET-5976,HC-1245,2024-02-05,phone,claims_management,low,satisfied,22,True,False,,Issue with claims management,IT Admin,1,
TICKET-5977,HC-1245,2025-08-10,chat,patient_portal,medium,positive,16,True,False,3.0,Appointment request form on portal not submitting. Patients calling saying online booking broken.,Front Desk,7,
TICKET-5978,HC-1245,2025-01-20,email,ehr_integration,high,positive,17,True,False,,Medication reconciliation data from NextGen not flowing correctly. Providers seeing outdated medication lists.,IT Admin,1,
TICKET-5979,HC-1245,2024-08-18,ticket,prescription_workflow,low,positive,81,True,False,1.0,Issue with prescription workflow,Medical Assistant,5,None
TICKET-5980,HC-1245,2025-02-05,email,clinical_documentation,medium,satisfied,69,True,False,5.0,Issue with clinical documentation,Provider,2,
TICKET-5981,HC-1246,2025-03-08,chat,appointment_reminders,low,positive,14,False,False,4.0,Issue with appointment reminders,Front Desk,7,
TICKET-5982,HC-1246,2025-06-24,chat,prescription_workflow,low,neutral,42,True,False,,Issue with prescription workflow,Medical Assistant,2,High
TICKET-5983,HC-1246,2025-07-15,phone,insurance_verification,low,positive,46,True,False,,Issue with insurance verification,Provider,7,Medium
TICKET-5984,HC-1247,2024-02-25,ticket,prescription_workflow,low,neutral,4,True,False,3.0,Issue with prescription workflow,Medical Assistant,6,None
TICKET-5985,HC-1247,2025-03-28,email,prescription_workflow,low,neutral,67,True,False,,Issue with prescription workflow,Medical Assistant,7,
TICKET-5986,HC-1247,2024-07-19,ticket,prescription_workflow,medium,neutral,43,True,False,,Issue with prescription workflow,Provider,2,
TICKET-5987,HC-1247,2024-05-31,phone,insurance_verification,low,concerned,67,True,False,2.0,Issue with insurance verification,Medical Assistant,5,Medium
TICKET-5988,HC-1247,2024-04-08,chat,telehealth_setup,low,concerned,54,True,False,,Issue with telehealth setup,Practice Manager,1,
TICKET-5989,HC-1247,2025-06-11,email,appointment_reminders,low,neutral,25,True,False,2.0,Issue with appointment reminders,Medical Assistant,5,High
TICKET-5990,HC-1248,2025-02-17,email,billing_workflow,high,frustrated,45,True,False,,Insurance claims rejecting at unusually high rate (35%) - normally 10%. Major revenue impact. This is causing significant disruption to patient care. IT Director escalating.,Front Desk,3,
TICKET-5991,HC-1248,2025-09-02,phone,patient_scheduling,high,negative,78,True,False,4.0,Need to block off provider time for hospital rounds but system won't allow multi-location blocking. Staff productivity severely impacted. Need resolution ASAP.,IT Admin,8,Low
TICKET-5992,HC-1248,2024-04-01,email,patient_portal,high,urgent,72,True,False,,Appointment request form on portal not submitting. Patients calling saying online booking broken. This is causing significant disruption to patient care. IT Director escalating.,IT Admin,1,High
TICKET-5993,HC-1248,2025-01-11,phone,ehr_integration,high,frustrated,14,False,False,,Epic integration stopped syncing patient appointments after last Cerner update. Appointments from past 48 hours missing. This is causing significant disruption to patient care. IT Director escalating.,Practice Manager,3,
TICKET-5994,HC-1248,2025-06-05,email,billing_workflow,high,frustrated,36,True,False,2.0,Insurance claims rejecting at unusually high rate (35%) - normally 10%. Major revenue impact. This is causing significant disruption to patient care. IT Director escalating.,Provider,5,
TICKET-5995,HC-1248,2024-04-06,ticket,claims_management,high,frustrated,69,True,False,,Issue with claims management This is causing significant disruption to patient care. IT Director escalating.,IT Admin,8,Medium
TICKET-5996,HC-1249,2024-11-01,chat,claims_management,high,frustrated,11,True,True,,Issue with claims management This is causing significant disruption to patient care. IT Director escalating.,Practice Manager,6,None
TICKET-5997,HC-1249,2025-07-04,chat,patient_scheduling,high,negative,59,True,False,5.0,Recurring appointment feature not working properly. Patients with standing weekly appointments getting canceled. Staff productivity severely impacted. Need resolution ASAP.,Practice Manager,3,
TICKET-5998,HC-1249,2025-07-03,email,reporting_analytics,high,frustrated,12,True,True,,Issue with reporting analytics This is causing significant disruption to patient care. IT Director escalating.,Provider,2,High
TICKET-5999,HC-1249,2024-05-07,email,billing_workflow,medium,negative,89,True,False,2.0,CPT codes not mapping correctly to Allscripts procedures. Causing claim denials. Staff productivity severely impacted. Need resolution ASAP.,Medical Assistant,6,High
TICKET-6000,HC-1249,2024-07-03,email,ehr_integration,high,frustrated,4,True,False,5.0,Lab results integration failing for 3 of our 1 locations. Urgent - providers need results for patient care. This is causing significant disruption to patient care. IT Director escalating.,Billing Specialist,6,
TICKET-6001,HC-1250,2024-05-11,phone,claims_management,low,positive,64,True,False,5.0,Issue with claims management,Practice Manager,9,Medium
TICKET-6002,HC-1250,2024-02-05,phone,hipaa_compliance,high,satisfied,3,True,False,4.0,Need audit logs for past 6 months for compliance review. Upcoming HIPAA audit in 2 weeks.,Billing Specialist,6,High
TICKET-6003,HC-1250,2024-06-24,email,insurance_verification,low,positive,10,True,False,,Issue with insurance verification,Practice Manager,9,Medium
TICKET-6004,HC-1250,2025-06-15,ticket,clinical_documentation,medium,positive,67,True,False,,Issue with clinical documentation,Front Desk,8,Medium
TICKET-6005,HC-1250,2025-06-19,email,telehealth_setup,medium,positive,73,True,False,3.0,Issue with telehealth setup,IT Admin,2,None
TICKET-6006,HC-1250,2024-08-30,phone,ehr_integration,high,positive,72,True,False,,Epic integration stopped syncing patient appointments after last Epic update. Appointments from past 48 hours missing.,Medical Assistant,7,High
TICKET-6007,HC-1251,2025-09-08,email,reporting_analytics,low,concerned,33,True,False,1.0,Issue with reporting analytics,Billing Specialist,9,
TICKET-6008,HC-1251,2025-09-29,email,insurance_verification,low,concerned,10,True,False,4.0,Issue with insurance verification,Billing Specialist,1,
TICKET-6009,HC-1251,2024-06-16,chat,insurance_verification,high,frustrated,37,True,False,,Issue with insurance verification This is causing significant disruption to patient care. Chief Medical Officer escalating.,Billing Specialist,8,High
TICKET-6010,HC-1251,2024-05-26,chat,reporting_analytics,low,neutral,8,True,False,,Issue with reporting analytics,IT Admin,4,
TICKET-6011,HC-1251,2024-07-16,phone,prescription_workflow,low,neutral,83,True,False,3.0,Issue with prescription workflow,IT Admin,5,Medium
TICKET-6012,HC-1251,2025-09-11,email,patient_scheduling,high,concerned,91,True,False,5.0,Recurring appointment feature not working properly. Patients with standing weekly appointments getting canceled.,Billing Specialist,5,Low
TICKET-6013,HC-1252,2025-03-20,phone,insurance_verification,medium,positive,23,True,False,5.0,Issue with insurance verification,Medical Assistant,1,
TICKET-6014,HC-1252,2024-05-07,email,reporting_analytics,low,neutral,81,False,False,2.0,Issue with reporting analytics,Front Desk,4,
TICKET-6015,HC-1252,2024-04-01,phone,telehealth_setup,medium,satisfied,82,True,False,3.0,Issue with telehealth setup,Medical Assistant,9,Low
TICKET-6016,HC-1252,2024-08-19,chat,clinical_documentation,medium,positive,13,True,False,,Issue with clinical documentation,Medical Assistant,6,
TICKET-6017,HC-1252,2024-04-17,chat,hipaa_compliance,high,satisfied,71,True,False,1.0,Need audit logs for past 6 months for compliance review. Upcoming HIPAA audit in 2 weeks.,Billing Specialist,6,High
TICKET-6018,HC-1252,2025-05-16,phone,hipaa_compliance,high,satisfied,38,True,False,,BAA (Business Associate Agreement) needs review before renewal. Legal team has questions.,Provider,8,Medium
TICKET-6019,HC-1252,2025-07-18,email,clinical_documentation,low,positive,33,True,False,4.0,Issue with clinical documentation,Medical Assistant,7,
TICKET-6020,HC-1253,2025-02-02,chat,patient_scheduling,high,neutral,35,True,False,3.0,Recurring appointment feature not working properly. Patients with standing weekly appointments getting canceled.,IT Admin,4,Medium
TICKET-6021,HC-1253,2025-06-28,phone,reporting_analytics,low,positive,79,False,False,3.0,Issue with reporting analytics,Medical Assistant,2,
TICKET-6022,HC-1254,2025-06-09,email,prescription_workflow,low,neutral,58,True,False,3.0,Issue with prescription workflow,Medical Assistant,9,
TICKET-6023,HC-1254,2024-09-30,email,ehr_integration,high,neutral,85,True,True,3.0,Lab results integration failing for 3 of our 6 locations. Urgent - providers need results for patient care.,Billing Specialist,9,Low
TICKET-6024,HC-1254,2024-09-12,email,appointment_reminders,high,frustrated,18,True,False,5.0,Issue with appointment reminders This is causing significant disruption to patient care. Practice Manager escalating.,Medical Assistant,5,
TICKET-6025,HC-1254,2024-12-28,phone,patient_portal,low,neutral,92,True,False,,Appointment request form on portal not submitting. Patients calling saying online booking broken.,Front Desk,2,Medium
TICKET-6026,HC-1254,2024-08-22,chat,clinical_documentation,medium,concerned,34,True,False,2.0,Issue with clinical documentation,Front Desk,7,High
TICKET-6027,HC-1255,2024-04-02,phone,appointment_reminders,medium,concerned,82,True,False,,Issue with appointment reminders,Medical Assistant,8,High
TICKET-6028,HC-1255,2024-06-18,email,claims_management,low,concerned,54,True,False,,Issue with claims management,Billing Specialist,2,High
TICKET-6029,HC-1256,2025-05-19,phone,ehr_integration,high,positive,24,True,False,5.0,Medication reconciliation data from Allscripts not flowing correctly. Providers seeing outdated medication lists.,IT Admin,2,
TICKET-6030,HC-1256,2025-05-24,chat,reporting_analytics,low,neutral,39,True,False,5.0,Issue with reporting analytics,Provider,2,
TICKET-6031,HC-1256,2024-01-08,email,prescription_workflow,medium,positive,76,True,False,3.0,Issue with prescription workflow,IT Admin,2,
TICKET-6032,HC-1256,2025-06-24,phone,appointment_reminders,medium,satisfied,36,True,False,3.0,Issue with appointment reminders,Medical Assistant,4,High
TICKET-6033,HC-1256,2025-06-20,ticket,billing_workflow,low,neutral,20,True,False,,Insurance claims rejecting at unusually high rate (35%) - normally 10%. Major revenue impact.,Medical Assistant,3,High
TICKET-6034,HC-1256,2024-02-22,chat,insurance_verification,medium,positive,36,True,False,,Issue with insurance verification,Billing Specialist,6,High
TICKET-6035,HC-1257,2024-12-12,email,appointment_reminders,medium,neutral,15,True,False,3.0,Issue with appointment reminders,Practice Manager,9,
TICKET-6036,HC-1257,2025-05-09,email,clinical_documentation,low,satisfied,58,False,False,,Issue with clinical documentation,IT Admin,4,None
TICKET-6037,HC-1257,2025-02-07,chat,billing_workflow,low,satisfied,12,True,False,5.0,Explanation of Benefits (EOB) posting is 3 weeks behind. Billing team can't reconcile accounts receivable.,IT Admin,5,Low
TICKET-6038,HC-1257,2024-02-06,email,patient_portal,low,positive,9,True,False,2.0,Appointment request form on portal not submitting. Patients calling saying online booking broken.,Practice Manager,9,
TICKET-6039,HC-1258,2025-09-22,phone,patient_portal,medium,concerned,27,True,False,,Portal messaging feature timing out for 2770 patient messages. Staff having to call patients back.,Practice Manager,5,
TICKET-6040,HC-1258,2024-07-09,email,insurance_verification,low,neutral,62,False,False,,Issue with insurance verification,Front Desk,1,
TICKET-6041,HC-1258,2024-03-27,phone,reporting_analytics,low,neutral,60,True,False,5.0,Issue with reporting analytics,Front Desk,3,
TICKET-6042,HC-1259,2024-09-13,phone,billing_workflow,high,frustrated,52,False,False,,Explanation of Benefits (EOB) posting is 3 weeks behind. Billing team can't reconcile accounts receivable. This is causing significant disruption to patient care. IT Director escalating.,Billing Specialist,8,
TICKET-6043,HC-1260,2024-07-05,ticket,reporting_analytics,high,urgent,6,True,True,,Issue with reporting analytics This is causing significant disruption to patient care. IT Director escalating.,Front Desk,5,Low
TICKET-6044,HC-1260,2025-03-25,email,patient_scheduling,high,frustrated,14,True,False,,Double-booking occurring in Provider schedule - happened 5 times this week. Causing patient wait issues. This is causing significant disruption to patient care. IT Director escalating.,Front Desk,4,
TICKET-6045,HC-1261,2024-07-22,chat,hipaa_compliance,high,positive,4,True,False,,Need audit logs for past 6 months for compliance review. Upcoming HIPAA audit in 2 weeks.,Medical Assistant,9,
TICKET-6046,HC-1261,2024-12-05,phone,ehr_integration,high,positive,15,True,True,1.0,Epic integration stopped syncing patient appointments after last Cerner update. Appointments from past 48 hours missing.,Front Desk,2,High
TICKET-6047,HC-1261,2024-09-29,email,hipaa_compliance,high,neutral,41,True,False,4.0,Questions about data encryption standards. Internal audit flagged concerns about patient data security.,Front Desk,9,Medium
TICKET-6048,HC-1261,2024-05-10,chat,telehealth_setup,low,satisfied,18,True,False,4.0,Issue with telehealth setup,IT Admin,1,Low
TICKET-6049,HC-1261,2025-02-02,phone,patient_scheduling,high,satisfied,14,True,False,4.0,Double-booking occurring in Provider schedule - happened 5 times this week. Causing patient wait issues.,Practice Manager,6,
TICKET-6050,HC-1261,2024-12-18,phone,reporting_analytics,low,positive,35,True,False,1.0,Issue with reporting analytics,Medical Assistant,3,
TICKET-6051,HC-1261,2024-12-16,phone,insurance_verification,low,positive,67,True,False,2.0,Issue with insurance verification,Billing Specialist,6,
TICKET-6052,HC-1262,2024-03-25,phone,insurance_verification,high,frustrated,87,True,True,5.0,Issue with insurance verification This is causing significant disruption to patient care. Director of Operations escalating.,IT Admin,2,High
TICKET-6053,HC-1262,2024-09-12,email,clinical_documentation,high,frustrated,29,True,False,1.0,Issue with clinical documentation This is causing significant disruption to patient care. Director of Operations escalating.,IT Admin,3,
TICKET-6054,HC-1263,2025-03-15,phone,billing_workflow,low,neutral,57,True,False,2.0,Explanation of Benefits (EOB) posting is 3 weeks behind. Billing team can't reconcile accounts receivable.,Practice Manager,6,High
TICKET-6055,HC-1264,2025-05-29,phone,claims_management,low,positive,86,True,False,,Issue with claims management,Provider,1,Low
TICKET-6056,HC-1264,2024-06-01,phone,billing_workflow,medium,positive,53,True,False,,Insurance claims rejecting at unusually high rate (35%) - normally 10%. Major revenue impact.,Practice Manager,1,
